Bugs,Fix ,Symptom,Root Cause,Component,Explanation - Symptom,Explanation - Root Cause,What factors are contained in the bug-triggered test program?,Has Test Program?,Bug ID,Trigger Bug,Impact,Bug ID text
https://github.com/ethereum/solidity/issues/10657,https://github.com/ethereum/solidity/pull/10750,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"SMT enabler, push()",1,10657,array,,10657
https://github.com/ethereum/solidity/issues/10654,https://github.com/ethereum/solidity/pull/10655,Crash,Syntactic Analysis Error,CodeGen,Reject Valid Program,,pragma solidity,1,10654,,,10654
https://github.com/ethereum/solidity/issues/10620,https://github.com/ethereum/solidity/pull/11482,Incorrect Output,Semantic Analysis Error,Code Analyzer,Warning Message,missing type checking,"abstract, virtual modifer, inheritance",1,10620,,,10620
https://github.com/ethereum/solidity/issues/10609,https://github.com/ethereum/solidity/pull/10611,Crash,Memory-Related Error,Yul,Reject Valid Program,Out-of-bounds Read,keyword: memory,1,10609,yul,,10609
https://github.com/ethereum/solidity/issues/10576,https://github.com/ethereum/solidity/pull/10662,Error Omission,Formal Verification Error,Formal Verification,,Incorrect Model Checker Implementation,"SMT enabler, interface",1,10576,,,10576
https://github.com/ethereum/solidity/issues/10526,https://github.com/ethereum/solidity/pull/10540,Crash,Formal Verification Error,Formal Verification,Segfault,Incorrect SMT Encoding,"SMT enabler, tuple, internal function outside of contract",1,10526,"array, member",,10526
https://github.com/ethereum/solidity/issues/10525,https://github.com/ethereum/solidity/pull/10588,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,array push assignment,1,10525,array,,10525
https://github.com/ethereum/solidity/issues/10524,https://github.com/ethereum/solidity/pull/10581,Crash,Semantic Analysis Error,Formal Verification,Reject Valid Program,Scope,"library, tuple, using for",1,10524,,,10524
https://github.com/ethereum/solidity/issues/10523,https://github.com/ethereum/solidity/pull/10597,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,abstract modifier,1,10523,,,10523
https://github.com/ethereum/solidity/issues/10522,https://github.com/ethereum/solidity/pull/10529,Crash,Exception Handling Error,Formal Verification,Reject Valid Program,Incorrect Error Reporting,>>=(right shift),1,10522,,,10522
https://github.com/ethereum/solidity/issues/10517,https://github.com/ethereum/solidity/pull/10601,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,Recursive struct definition,1,10517,,,10517
https://github.com/ethereum/solidity/issues/10516,https://github.com/ethereum/solidity/pull/11000,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,strucy array,1,10516,,,10516
https://github.com/ethereum/solidity/issues/10485,https://github.com/ethereum/solidity/pull/10506,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,OOP,"(super), library",1,10485,,,10485
https://github.com/ethereum/solidity/issues/10439,https://github.com/ethereum/solidity/pull/10490/files,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,bytes,1,10439,array,,10439
https://github.com/ethereum/solidity/issues/10436,https://github.com/ethereum/solidity/pull/10494,Crash,Memory-Related Error,Formal Verification,Segfault,Out-of-bounds Read,keyword: memory,1,10436,,,10436
https://github.com/ethereum/solidity/issues/10433,https://github.com/ethereum/solidity/pull/10455,Crash,Memory-Related Error,Code Analyzer,Segfault,,"@return, modifier",1,10433,,,10433
https://github.com/ethereum/solidity/issues/10306,https://github.com/ethereum/solidity/pull/10310,Incorrect Output,Formal Verification Error,Formal Verification,SMT analysis result,Incorrect Model Checker Implementation,SMT enabler,1,10306,,,10306
https://github.com/ethereum/solidity/issues/10298,https://github.com/ethereum/solidity/pull/12073,Incorrect Output,Others,evmasm,ByteCode,Linking Error,"CL: --libraries
Metamorphic Relation",1,10298,,,10298
https://github.com/ethereum/solidity/issues/10252,https://github.com/ethereum/solidity/pull/10380,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"SMT enabler, bytes memory, &=",1,10252,array,,10252
https://github.com/ethereum/solidity/issues/10200,https://github.com/ethereum/solidity/pull/10202,Incorrect Output,Semantic Analysis Error,Formal Verification,SMT analysis result,Scope,modifiers with branches,1,10200,,,10200
https://github.com/ethereum/solidity/issues/10186,https://github.com/ethereum/solidity/pull/11567,Crash,Memory-Related Error,CodeGen,Reject Valid Program,Calldata,keyword: memory,1,10186,,,10186
https://github.com/ethereum/solidity/issues/10170,https://github.com/ethereum/solidity/pull/10194,Incorrect Output,Code Generation Error,CodeGen,encoding,,revert,1,10170,AST->bytecode,,10170
https://github.com/ethereum/solidity/issues/10156,https://github.com/ethereum/solidity/pull/10239,Incorrect Output,Code Generation Error,CodeGen,encoding,,,0,10156,ABI,,10156
https://github.com/ethereum/solidity/issues/10145,https://github.com/ethereum/solidity/pull/11888,Error Omission,Syntactic Analysis Error,Parser,,,// SPDX-License-Identifier,1,10145,,,10145
https://github.com/ethereum/solidity/issues/10113,https://github.com/ethereum/solidity/pull/11478,Crash,Exception Handling Error,Code Analyzer,Reject Valid Program,Incorrect Error Type,CLI: --evm-version,1,10113,,,10113
https://github.com/ethereum/solidity/issues/10106,https://github.com/ethereum/solidity/pull/10127,Crash,Exception Handling Error,Formal Verification,Reject Valid Program,Incorrect Error Reporting,fixed >>>,1,10106,,,10106
https://github.com/ethereum/solidity/issues/10105,https://github.com/ethereum/solidity/pull/10126,Crash,Code Generation Error,CodeGen,Reject Valid Program,,"int[][5], calldata",1,10105,IR,,10105
https://github.com/ethereum/solidity/issues/10084,https://github.com/ethereum/solidity/pull/10143,Incorrect Output,Semantic Analysis Error,Code Analyzer,Warning Message,control flow,,0,10084,,,10084
https://github.com/ethereum/solidity/issues/10059,https://github.com/ethereum/solidity/pull/11688,Crash,Doc Error,CLI,Reject Valid Program,,"struct, mapping, require",1,10059,,,10059
https://github.com/ethereum/solidity/issues/10058,https://github.com/ethereum/solidity/pull/10120,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,A.push() = B.push(),1,10058,array,,10058
https://github.com/ethereum/solidity/issues/9970,https://github.com/ethereum/solidity/pull/10004,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,OOP,"import
pragma experimental ABIEncoderV2;",1,9970,several files,,9970
https://github.com/ethereum/solidity/issues/9969,https://github.com/ethereum/solidity/pull/9971,Crash,Code Generation Error,CodeGen,Reject Valid Program,,"modifier, import, pragma experimental ABIEncoderV2;",1,9969,several files,,9969
https://github.com/ethereum/solidity/issues/9957,https://github.com/ethereum/solidity/pull/9958,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,incorrect type checking,mapping,1,9957,,,9957
https://github.com/ethereum/solidity/issues/9952,https://github.com/ethereum/solidity/pull/9953,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,read and write,memory,1,9952,,,9952
https://github.com/ethereum/solidity/issues/9951,https://github.com/ethereum/solidity/pull/9959,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,"struct with mapping, constant",1,9951,,,9951
https://github.com/ethereum/solidity/issues/9948,https://github.com/ethereum/solidity/pull/9954,Crash,Exception Handling Error,CodeGen,Poor Error Message,Unnecessary Error Reporting,"library, inheritance",1,9948,,,9948
https://github.com/ethereum/solidity/issues/9947,https://github.com/ethereum/solidity/pull/9989,Crash,Doc Error,Code Analyzer,Reject Valid Program,,comment,1,9947,,,9947
https://github.com/ethereum/solidity/issues/9890,https://github.com/ethereum/solidity/pull/9909,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,lack type info extraction,,1,9890,,,9890
https://github.com/ethereum/solidity/issues/9857,https://github.com/ethereum/solidity/pull/9865,Error Omission,Type System Error,AST,,Incorrect Type Conversion,address,1,9857,,,9857
https://github.com/ethereum/solidity/issues/9855,https://github.com/ethereum/solidity/pull/9853,Crash,Code Generation Error,CodeGen,Poor Error Message,,CLI: --ir,1,9855,IR,,9855
https://github.com/ethereum/solidity/issues/9851,https://github.com/ethereum/solidity/pull/9852,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,0,9851,,,9851
https://github.com/ethereum/solidity/issues/9832,https://github.com/ethereum/solidity/pull/9943,Incorrect Output,Memory-Related Error,CodeGen,Error Message,Memory Cleanup,keyword: memory,1,9832,,,9832
https://github.com/ethereum/solidity/issues/9821,https://github.com/ethereum/solidity/pull/9822,Crash,Type System Error,AST,Poor Error Message,Incorrect Type Conversion,calldata,1,9821,,,9821
https://github.com/ethereum/solidity/issues/9817,https://github.com/ethereum/solidity/pull/9849,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,struct with mapping,1,9817,,,9817
https://github.com/ethereum/solidity/issues/9815,https://github.com/ethereum/solidity/pull/9819,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,9815,,,9815
https://github.com/ethereum/solidity/issues/9752,https://github.com/ethereum/solidity/pull/9766,Crash,Semantic Analysis Error,AST,Reject Valid Program,OOP,function overriding,1,9752,,,9752
https://github.com/ethereum/solidity/issues/9745,https://github.com/ethereum/solidity/pull/9750,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,virtual modifier,1,9745,,,9745
https://github.com/ethereum/solidity/issues/9742,https://github.com/ethereum/solidity/pull/10111,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"SMT enabler, member access",1,9742,member,,9742
https://github.com/ethereum/solidity/issues/9741,https://github.com/ethereum/solidity/pull/10095,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,ternary,1,9741,,,9741
https://github.com/ethereum/solidity/issues/9699,https://github.com/ethereum/solidity/pull/9723,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"SMT enabler, ~1",1,9699,,,9699
https://github.com/ethereum/solidity/issues/9669,https://github.com/ethereum/solidity/pull/9684,Crash,Doc Error,Code Analyzer,Poor Error Message,,@inheritdoc,1,9669,,,9669
https://github.com/ethereum/solidity/issues/9667,https://github.com/ethereum/solidity/pull/9731,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,import ,1,9667,several files,,9667
https://github.com/ethereum/solidity/issues/9666,https://github.com/ethereum/solidity/pull/9691,Crash,Exception Handling Error,Code Analyzer,Reject Valid Program,Poor Error Message,function array,1,9666,,,9666
https://github.com/ethereum/solidity/issues/9659,https://github.com/ethereum/solidity/pull/9709,Crash,Formal Verification Error,Formal Verification,Poor Error Message,Incorrect SMT Encoding,tuple,1,9659,tuple,,9659
https://github.com/ethereum/solidity/issues/9631,https://github.com/ethereum/solidity/pull/9716,Crash,Formal Verification Error,Formal Verification,Poor Error Message,Incorrect SMT Encoding,tuple,1,9631,tuple,,9631
https://github.com/ethereum/solidity/issues/9629,https://github.com/ethereum/solidity/pull/9740,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,,constructor,1,9629,,,9629
https://github.com/ethereum/solidity/issues/9618,https://github.com/ethereum/solidity/pull/9652,Crash,Semantic Analysis Error,CodeGen,Reject Valid Program,Scope,"fallback(), assembly",1,9618,yul,,9618
https://github.com/ethereum/solidity/issues/9611,https://github.com/ethereum/solidity/pull/9689,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,,0,9611,,,9611
https://github.com/ethereum/solidity/issues/9596,https://github.com/ethereum/solidity/pull/9748,Crash,Type System Error,AST,Poor Error Message,Incorrect Type Conversion,super,1,9596,,,9596
https://github.com/ethereum/solidity/issues/9595,https://github.com/ethereum/solidity/pull/10077,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,mapping,1,9595,mapping,,9595
https://github.com/ethereum/solidity/issues/9573,https://github.com/ethereum/solidity/pull/9672,Incorrect Output,Optimization Error,Yul,ByteCode,,,1,9573,yul,,9573
https://github.com/ethereum/solidity/issues/9560,https://github.com/ethereum/solidity/pull/9567,Crash,Doc Error,Code Analyzer,Poor Error Message,,,1,9560,,,9560
https://github.com/ethereum/solidity/issues/9558,https://github.com/ethereum/solidity/pull/9559,Error Omission,Optimization Error,evmasm,,,assembly,1,9558,yul,,9558
https://github.com/ethereum/solidity/issues/9557,https://github.com/ethereum/solidity/pull/9563,Crash,Semantic Analysis Error,AST,Poor Error Message,Scope,"constructor, internal",1,9557,,,9557
https://github.com/ethereum/solidity/issues/9550,https://github.com/ethereum/solidity/pull/9568,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,"read and write about
immutable",immutable,1,9550,,,9550
https://github.com/ethereum/solidity/issues/9548,https://github.com/ethereum/solidity/pull/9683,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,signed exponent,1,9548,,,9548
https://github.com/ethereum/solidity/issues/9519,https://github.com/ethereum/solidity/pull/9522,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,tuple,1,9519,array,,9519
https://github.com/ethereum/solidity/issues/9509,https://github.com/ethereum/solidity/pull/9514,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Reporting,constructor,1,9509,,,9509
https://github.com/ethereum/solidity/issues/9506,https://github.com/ethereum/solidity/pull/9521,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,array,1,9506,array,,9506
https://github.com/ethereum/solidity/issues/9505,https://github.com/ethereum/solidity/pull/9513,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,index access of an array,1,9505,"array, member",,9505
https://github.com/ethereum/solidity/issues/9499,https://github.com/ethereum/solidity/pull/9520,Crash,Yul Analysis Error,Yul,Reject Valid Program,,"CLI: yulrun --input-file
assembly",1,9499,yul,,9499
https://github.com/ethereum/solidity/issues/9472,https://github.com/ethereum/solidity/pull/9489,Crash,Optimization Error,Yul,Reject Valid Program,,"CLI: --strict-assembly --optimize
assembly",1,9472,yul,,9472
https://github.com/ethereum/solidity/issues/9443,https://github.com/ethereum/solidity/pull/9686,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,9443,,,9443
https://github.com/ethereum/solidity/issues/9434,https://github.com/ethereum/solidity/pull/9438,Crash,Semantic Analysis Error,Code Analyzer,Segfault,AST Visitor,CLI: --bin,1,9434,,,9434
https://github.com/ethereum/solidity/issues/9425,https://github.com/ethereum/solidity/pull/9518,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,address,1,9425,,,9425
https://github.com/ethereum/solidity/issues/9404,https://github.com/ethereum/solidity/pull/9406,Crash,Memory-Related Error,Code Analyzer,Segfault,Null Pointer Dereference,large static array,1,9404,,,9404
https://github.com/ethereum/solidity/issues/9381,https://github.com/ethereum/solidity/pull/9422,Error Omission,Type System Error,AST,,Incorrect Type System,ternary with functions,1,9381,,,9381
https://github.com/ethereum/solidity/issues/9296,https://github.com/ethereum/solidity/pull/9426,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,tuple,1,9296,,,9296
https://github.com/ethereum/solidity/issues/9270,https://github.com/ethereum/solidity/pull/9835,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,,1,9270,,,9270
https://github.com/ethereum/solidity/issues/9233,https://github.com/ethereum/solidity/pull/9515,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,tuple,1,9233,tuple,,9233
https://github.com/ethereum/solidity/issues/9231,https://github.com/ethereum/solidity/pull/10908,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,Scope,"struct, enum",1,9231,,,9231
https://github.com/ethereum/solidity/issues/9229,https://github.com/ethereum/solidity/pull/10006,Crash,Semantic Analysis Error,CodeGen,Reject Valid Program,Scope,"library, import",1,9229,,,9229
https://github.com/ethereum/solidity/issues/9217,https://github.com/ethereum/solidity/pull/9224,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,using for,1,9217,,,9217
https://github.com/ethereum/solidity/issues/9207,https://github.com/ethereum/solidity/pull/9690,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,immutable,1,9207,,,9207
https://github.com/ethereum/solidity/issues/9205,https://github.com/ethereum/solidity/pull/9214,Incorrect Output,Code Generation Error,Yul,wasm code,,yul,1,9205,yul,,9205
https://github.com/ethereum/solidity/issues/9174,https://github.com/ethereum/solidity/pull/9177,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,memory struct,1,9174,,,9174
https://github.com/ethereum/solidity/issues/9134,https://github.com/ethereum/solidity/pull/9135,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,"calldata, external",1,9134,,,9134
https://github.com/ethereum/solidity/issues/9133,https://github.com/ethereum/solidity/pull/12046,Incorrect Output,Semantic Analysis Error,evmasm,ByteCode,Incorrect Source Location,,1,9133,,,9133
https://github.com/ethereum/solidity/issues/9087,https://github.com/ethereum/solidity/pull/9424,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"fixed type, bitwise operator",1,9087,tuple,,9087
https://github.com/ethereum/solidity/issues/9065,https://github.com/ethereum/solidity/pull/9108,Error Omission,Semantic Analysis Error,Code Analyzer,,OOP,,1,9065,,,9065
https://github.com/ethereum/solidity/issues/9028,https://github.com/ethereum/solidity/pull/9044,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,Scope,,1,9028,,,9028
https://github.com/ethereum/solidity/issues/9021,https://github.com/ethereum/solidity/pull/9070,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,,1,9021,array,,9021
https://github.com/ethereum/solidity/issues/9016,https://github.com/ethereum/solidity/pull/9069,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,try catch,1,9016,array,,9016
https://github.com/ethereum/solidity/issues/9004,https://github.com/ethereum/solidity/pull/9024,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,inline arrays of some types,1,9004,,,9004
https://github.com/ethereum/solidity/issues/8991,https://github.com/ethereum/solidity/pull/10575,Crash,Type System Error,"AST
CodeGen
Code Analyzer",Reject Valid Program,Incorrect Type Conversion,,1,8991,,,8991
https://github.com/ethereum/solidity/issues/8971,https://github.com/ethereum/solidity/pull/9045,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,,1,8971,tuple,,8971
https://github.com/ethereum/solidity/issues/8963,https://github.com/ethereum/solidity/pull/9050,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,,1,8963,yul,,8963
https://github.com/ethereum/solidity/issues/8960,https://github.com/ethereum/solidity/pull/9018,Crash,Code Generation Error,Yul,Reject Valid Program,,yul,1,8960,yul,,8960
https://github.com/ethereum/solidity/issues/8947,https://github.com/ethereum/solidity/pull/9051,Crash,Memory-Related Error,Formal Verification,Reject Valid Program,Out-of-bounds Read,,1,8947,,,8947
https://github.com/ethereum/solidity/issues/8929,https://github.com/ethereum/solidity/pull/8903,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,large exponent,1,8929,,,8929
https://github.com/ethereum/solidity/issues/8923,https://github.com/ethereum/solidity/pull/9030,Crash,Memory-Related Error,Code Analyzer,Poor Error Message,stack array is too large,out-of-bound array access,1,8923,,,8923
https://github.com/ethereum/solidity/issues/8881,https://github.com/ethereum/solidity/pull/9055,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,incorrect type checking,assembly,1,8881,yul,,8881
https://github.com/ethereum/solidity/issues/8875,https://github.com/ethereum/solidity/pull/9360,Incorrect Output,Exception Handling Error,Code Analyzer,Error Message,Poor Error Message,,1,8875,,,8875
https://github.com/ethereum/solidity/issues/8820,https://github.com/ethereum/solidity/pull/8800,Incorrect Output,Doc Error,Parser,userdoc,,--userdoc,1,8820,,,8820
https://github.com/ethereum/solidity/issues/8817,https://github.com/ethereum/solidity/pull/9049,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,,1,8817,,,8817
https://github.com/ethereum/solidity/issues/8760,https://github.com/ethereum/solidity/pull/8796,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Reporting,tuple,1,8760,,,8760
https://github.com/ethereum/solidity/issues/8738,https://github.com/ethereum/solidity/pull/8859,Crash,Memory-Related Error,Code Analyzer,Poor Error Message,Null Pointer Dereference,,1,8738,,,8738
https://github.com/ethereum/solidity/issues/8712,https://github.com/ethereum/solidity/pull/8865,Crash,Semantic Analysis Error,Interface,Reject Valid Program,,internal constructor,1,8712,,,8712
https://github.com/ethereum/solidity/issues/8711,https://github.com/ethereum/solidity/pull/8752,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,tuple,1,8711,,,8711
https://github.com/ethereum/solidity/issues/8674,https://github.com/ethereum/solidity/pull/8748,Crash,Memory-Related Error,Formal Verification,Reject Valid Program,Null Pointer Dereference,,1,8674,,,8674
https://github.com/ethereum/solidity/issues/8671,https://github.com/ethereum/solidity/pull/8672,Incorrect Output,Code Generation Error,CodeGen,IR,,tuple ,1,8671,IR,,8671
https://github.com/ethereum/solidity/issues/8667,https://github.com/ethereum/solidity/pull/8742,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,,1,8667,array slice,,8667
https://github.com/ethereum/solidity/issues/8656,https://github.com/ethereum/solidity/pull/8849,Crash,Exception Handling Error,CodeGen,Reject Valid Program,Incorrect Error Reporting,,1,8656,,,8656
https://github.com/ethereum/solidity/issues/8634,https://github.com/ethereum/solidity/pull/8806,Incorrect Output,Doc Error,Interface,userdoc,,comment,1,8634,,,8634
https://github.com/ethereum/solidity/issues/8623,https://github.com/ethereum/solidity/pull/8624,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,,1,8623,,,8623
https://github.com/ethereum/solidity/issues/8590,https://github.com/ethereum/solidity/pull/8630,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,,1,8590,,,8590
https://github.com/ethereum/solidity/issues/8577,https://github.com/ethereum/solidity/pull/9411,Incorrect Output,Exception Handling Error,Code Analyzer,Error Message,Incorrect Model Checker Implementation,,1,8577,,,8577
https://github.com/ethereum/solidity/issues/8450,https://github.com/ethereum/solidity/pull/8550,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,size,tuple,1,8450,,,8450
https://github.com/ethereum/solidity/issues/8434,https://github.com/ethereum/solidity/pull/8436,Incorrect Output,Semantic Analysis Error,Code Analyzer,Error Message,missing type checking,"abstract contract, inheritance",1,8434,,,8434
https://github.com/ethereum/solidity/issues/8419,https://github.com/ethereum/solidity/pull/8746,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,,1,8419,,,8419
https://github.com/ethereum/solidity/issues/8412,https://github.com/ethereum/solidity/pull/9064,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,"fixed, constant, assembly",1,8412,yul,,8412
https://github.com/ethereum/solidity/issues/8407,https://github.com/ethereum/solidity/pull/8410,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,tuple,1,8407,tuple,,8407
https://github.com/ethereum/solidity/issues/8406,https://github.com/ethereum/solidity/pull/8791,Crash,Exception Handling Error,CodeGen,Reject Valid Program,Incorrect Error Reporting,,1,8406,,,8406
https://github.com/ethereum/solidity/issues/8386,https://github.com/ethereum/solidity/pull/8553,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,assembly,1,8386,yul,,8386
https://github.com/ethereum/solidity/issues/8368,https://github.com/ethereum/solidity/pull/8874,Crash,Syntactic Analysis Error,SolUtil,Reject Valid Program,Format Issue,sha256,1,8368,,,8368
https://github.com/ethereum/solidity/issues/8308,https://github.com/ethereum/solidity/pull/8462,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,0,8308,IR,,8308
https://github.com/ethereum/solidity/issues/8302,https://github.com/ethereum/solidity/pull/8314,Incorrect Output,Code Generation Error,CodeGen,IR,,ternary,1,8302,IR,,8302
https://github.com/ethereum/solidity/issues/8296,https://github.com/ethereum/solidity/pull/8301,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Reporting Location,,1,8296,,,8296
https://github.com/ethereum/solidity/issues/8286,https://github.com/ethereum/solidity/pull/8665,Crash,Semantic Analysis Error,"Code Analyzer
AST",Poor Error Message,,uint256 array,1,8286,,,8286
https://github.com/ethereum/solidity/issues/8283,https://github.com/ethereum/solidity/pull/8313,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Type,call a uncallable var,1,8283,,,8283
https://github.com/ethereum/solidity/issues/8278,https://github.com/ethereum/solidity/pull/8977,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,assignment to mapping,1,8278,,,8278
https://github.com/ethereum/solidity/issues/8269,https://github.com/ethereum/solidity/pull/8957/files,Crash,Optimization Error,evmasm,Reject Valid Program,,"CLI: solfuzzer
duplicate code (true ? {previously-defined v1} : {previously-defined v2})",1,8269,,,8269
https://github.com/ethereum/solidity/issues/8266,https://github.com/ethereum/solidity/pull/8274,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,recursive type declaration,1,8266,,,8266
https://github.com/ethereum/solidity/issues/8265,https://github.com/ethereum/solidity/pull/9027,Crash,Memory-Related Error,"Code Analyzer
AST",Poor Error Message,copy,yul,1,8265,yul,,8265
https://github.com/ethereum/solidity/issues/8210,https://github.com/ethereum/solidity/pull/10391,Crash,Code Generation Error,CodeGen,Reject Valid Program,,"dynamic-sized array, calldata, external",1,8210,bytecode,,8210
https://github.com/ethereum/solidity/issues/8171,https://github.com/ethereum/solidity/pull/8337,Incorrect Output,Code Generation Error,evmasm,Assembly,,,1,8171,evmasm,,8171
https://github.com/ethereum/solidity/issues/8072,https://github.com/ethereum/solidity/pull/8082,Incorrect Output,Optimization Error,Yul,IR,,yul,1,8072,yul,,8072
https://github.com/ethereum/solidity/issues/7847,https://github.com/ethereum/solidity/pull/7866,Incorrect Output,Optimization Error,Yul,IR,,yul,1,7847,yul,,7847
https://github.com/ethereum/solidity/issues/7711,https://github.com/ethereum/solidity/pull/7712,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,,"CLI: --evm-version istanbul
chainid",1,7711,,,7711
https://github.com/ethereum/solidity/issues/7627,https://github.com/ethereum/solidity/pull/10030,Crash,Code Generation Error,Code Analyzer,Reject Valid Program,OOP,,0,7627,IR,,7627
https://github.com/ethereum/solidity/issues/7625,https://github.com/ethereum/solidity/pull/7713,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,"pass library as argument
member access of a library",1,7625,,,7625
https://github.com/ethereum/solidity/issues/7567,https://github.com/ethereum/solidity/pull/7568,Incorrect Output,Others,evmasm,IR,Uppercase,yul,1,7567,yul,,7567
https://github.com/ethereum/solidity/issues/7558,https://github.com/ethereum/solidity/pull/7743,Crash,Type System Error,AST,Poor Error Message,Incorrect Type Conversion,,0,7558,,,7558
https://github.com/ethereum/solidity/issues/7550,https://github.com/ethereum/solidity/pull/7556,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,,modifier,1,7550,,,7550
https://github.com/ethereum/solidity/issues/7549,https://github.com/ethereum/solidity/pull/7557,Crash,Exception Handling Error,AST,Reject Valid Program,Incorrect Error Reporting,array index,1,7549,,,7549
https://github.com/ethereum/solidity/issues/7488,https://github.com/ethereum/solidity/pull/7559,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,identifier collision,1,7488,,,7488
https://github.com/ethereum/solidity/issues/7448,https://github.com/ethereum/solidity/pull/7496,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,arrays of recursive structs,1,7448,,,7448
